timestamp,epoch_timestamp,hour,day_of_week,is_weekend,scenario_tag,ambient_temperature_c,solar_irradiance_w_m2,cloud_cover,wind_speed_m_s,solar_generation_kw,wind_generation_kw,total_renewable_kw,machine_a_power_kw,machine_a_status,machine_b_power_kw,machine_b_status,machine_c_baseline_power_kw,machine_c_baseline_status,base_facility_load_kw,baseline_total_load_kw,critical_load_kw,flexible_load_kw,machine_c_flex_potential_kw,machine_c_earliest_start,machine_c_latest_end,machine_c_required_duration_hours,machine_c_deadline,grid_status,tariff_rate,is_peak_tariff,grid_export_limit_kw,baseline_battery_power_kw,baseline_battery_charge_kw,baseline_battery_discharge_kw,baseline_battery_soc,baseline_grid_import_kw,baseline_grid_export_kw,baseline_curtailment_kw,baseline_step_cost,baseline_cumulative_cost,energy_balance_verified
2026-06-01 02:15:00,1780260300,2.25,0,0,GRID_FALLBACK,16.14,0.0,0.11,6.81,0.0,3.8,3.8,25.43,RUNNING,0.0,OFF,0.0,OFF,9.78,35.2,35.2,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,31.4,0.0,0.0,11.775,92.54,1
2026-06-01 02:20:00,1780260600,2.333,0,0,GRID_FALLBACK,16.1,0.0,0.15,6.07,0.0,1.98,1.98,25.6,RUNNING,0.0,OFF,0.0,OFF,9.95,35.55,35.55,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,33.57,0.0,0.0,12.5887,105.13,1
2026-06-01 02:25:00,1780260900,2.417,0,0,GRID_FALLBACK,15.86,0.0,0.15,6.86,0.0,3.95,3.95,24.52,RUNNING,0.0,OFF,0.0,OFF,9.89,34.41,34.41,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,30.46,0.0,0.0,11.4225,116.55,1
2026-06-01 02:30:00,1780261200,2.5,0,0,GRID_FALLBACK,16.46,0.0,0.16,6.44,0.0,2.8,2.8,25.03,RUNNING,0.0,OFF,0.0,OFF,9.77,34.8,34.8,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,32.0,0.0,0.0,12.0,128.55,1
2026-06-01 02:35:00,1780261500,2.583,0,0,GRID_FALLBACK,15.83,0.0,0.13,6.74,0.0,3.57,3.57,24.57,RUNNING,0.0,OFF,0.0,OFF,9.83,34.4,34.4,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,30.83,0.0,0.0,11.5612,140.12,1
2026-06-01 02:40:00,1780261800,2.667,0,0,GRID_FALLBACK,15.69,0.0,0.16,6.21,0.0,2.27,2.27,25.65,RUNNING,0.0,OFF,0.0,OFF,10.22,35.86,35.86,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,33.59,0.0,0.0,12.5962,152.71,1
2026-06-01 02:45:00,1780262100,2.75,0,0,GRID_FALLBACK,15.67,0.0,0.12,6.97,0.0,4.28,4.28,24.54,RUNNING,0.0,OFF,0.0,OFF,9.78,34.32,34.32,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,30.04,0.0,0.0,11.265,163.98,1
2026-06-01 02:50:00,1780262400,2.833,0,0,GRID_FALLBACK,16.36,0.0,0.16,6.7,0.0,3.49,3.49,25.46,RUNNING,0.0,OFF,0.0,OFF,10.18,35.64,35.64,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,32.15,0.0,0.0,12.0562,176.03,1
2026-06-01 02:55:00,1780262700,2.917,0,0,GRID_FALLBACK,15.75,0.0,0.11,6.69,0.0,3.45,3.45,24.88,RUNNING,0.0,OFF,0.0,OFF,9.98,34.86,34.86,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,31.41,0.0,0.0,11.7787,187.81,1
2026-06-01 03:00:00,1780263000,3.0,0,0,GRID_FALLBACK,16.18,0.0,0.17,7.63,0.0,6.8,6.8,24.36,RUNNING,0.0,OFF,0.0,OFF,9.94,34.3,34.3,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,27.5,0.0,0.0,10.3125,198.12,1
2026-06-01 03:05:00,1780263300,3.083,0,0,GRID_FALLBACK,15.87,0.0,0.19,6.5,0.0,2.95,2.95,24.5,RUNNING,0.0,OFF,0.0,OFF,9.97,34.47,34.47,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,31.52,0.0,0.0,11.82,209.94,1
2026-06-01 03:10:00,1780263600,3.167,0,0,GRID_FALLBACK,15.95,0.0,0.13,6.56,0.0,3.09,3.09,25.68,RUNNING,0.0,OFF,0.0,OFF,9.97,35.64,35.64,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,32.55,0.0,0.0,12.2062,222.15,1
2026-06-01 03:15:00,1780263900,3.25,0,0,GRID_FALLBACK,16.31,0.0,0.16,6.29,0.0,2.45,2.45,25.8,RUNNING,0.0,OFF,0.0,OFF,10.2,36.0,36.0,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,33.55,0.0,0.0,12.5812,234.73,1
2026-06-01 03:20:00,1780264200,3.333,0,0,GRID_FALLBACK,16.41,0.0,0.19,7.62,0.0,6.78,6.78,24.47,RUNNING,0.0,OFF,0.0,OFF,9.99,34.46,34.46,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,27.68,0.0,0.0,10.38,245.11,1
2026-06-01 03:25:00,1780264500,3.417,0,0,GRID_FALLBACK,15.82,0.0,0.14,6.41,0.0,2.73,2.73,24.81,RUNNING,0.0,OFF,0.0,OFF,10.29,35.1,35.1,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,32.37,0.0,0.0,12.1388,257.25,1
2026-06-01 03:30:00,1780264800,3.5,0,0,GRID_FALLBACK,15.88,0.0,0.18,7.1,0.0,4.73,4.73,24.88,RUNNING,0.0,OFF,0.0,OFF,10.27,35.15,35.15,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,30.42,0.0,0.0,11.4075,268.66,1
2026-06-01 03:35:00,1780265100,3.583,0,0,GRID_FALLBACK,16.49,0.0,0.16,7.58,0.0,6.58,6.58,24.45,RUNNING,0.0,OFF,0.0,OFF,9.88,34.33,34.33,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,27.75,0.0,0.0,10.4062,279.06,1
2026-06-01 03:40:00,1780265400,3.667,0,0,GRID_FALLBACK,16.5,0.0,0.16,7.35,0.0,5.64,5.64,25.4,RUNNING,0.0,OFF,0.0,OFF,9.73,35.13,35.13,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,29.49,0.0,0.0,11.0587,290.12,1
2026-06-01 03:45:00,1780265700,3.75,0,0,GRID_FALLBACK,16.22,0.0,0.15,7.9,0.0,8.07,8.07,24.45,RUNNING,0.0,OFF,0.0,OFF,10.28,34.73,34.73,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,26.66,0.0,0.0,9.9975,300.12,1
2026-06-01 03:50:00,1780266000,3.833,0,0,GRID_FALLBACK,15.85,0.0,0.12,7.54,0.0,6.43,6.43,25.28,RUNNING,0.0,OFF,0.0,OFF,9.84,35.12,35.12,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,28.69,0.0,0.0,10.7587,310.88,1
2026-06-01 03:55:00,1780266300,3.917,0,0,GRID_FALLBACK,15.93,0.0,0.19,7.04,0.0,4.52,4.52,25.15,RUNNING,0.0,OFF,0.0,OFF,10.07,35.22,35.22,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,30.7,0.0,0.0,11.5125,322.39,1
2026-06-01 04:00:00,1780266600,4.0,0,0,GRID_FALLBACK,16.21,0.0,0.16,7.54,0.0,6.4,6.4,25.7,RUNNING,0.0,OFF,0.0,OFF,9.82,35.52,35.52,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,29.12,0.0,0.0,10.92,333.31,1
2026-06-01 04:05:00,1780266900,4.083,0,0,GRID_FALLBACK,16.49,0.0,0.12,7.39,0.0,5.79,5.79,25.27,RUNNING,0.0,OFF,0.0,OFF,9.88,35.15,35.15,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,29.36,0.0,0.0,11.01,344.32,1
2026-06-01 04:10:00,1780267200,4.167,0,0,GRID_FALLBACK,16.22,0.0,0.18,6.93,0.0,4.15,4.15,24.93,RUNNING,0.0,OFF,0.0,OFF,10.3,35.23,35.23,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,31.08,0.0,0.0,11.655,355.98,1
2026-06-01 04:15:00,1780267500,4.25,0,0,GRID_FALLBACK,16.82,0.0,0.11,7.2,0.0,5.1,5.1,24.62,RUNNING,0.0,OFF,0.0,OFF,10.26,34.88,34.88,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,29.78,0.0,0.0,11.1675,367.14,1
2026-06-01 04:20:00,1780267800,4.333,0,0,GRID_FALLBACK,16.79,0.0,0.19,7.51,0.0,6.29,6.29,24.45,RUNNING,0.0,OFF,0.0,OFF,10.2,34.65,34.65,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,28.36,0.0,0.0,10.635,377.78,1
2026-06-01 04:25:00,1780268100,4.417,0,0,GRID_FALLBACK,16.71,0.0,0.16,8.55,0.0,11.74,11.74,25.25,RUNNING,0.0,OFF,0.0,OFF,9.7,34.95,34.95,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,23.21,0.0,0.0,8.7037,386.48,1
2026-06-01 04:30:00,1780268400,4.5,0,0,GRID_FALLBACK,16.86,0.0,0.13,8.09,0.0,9.03,9.03,25.7,RUNNING,0.0,OFF,0.0,OFF,9.78,35.48,35.48,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,26.45,0.0,0.0,9.9187,396.4,1
2026-06-01 04:35:00,1780268700,4.583,0,0,GRID_FALLBACK,16.37,0.0,0.11,7.97,0.0,8.4,8.4,24.64,RUNNING,0.0,OFF,0.0,OFF,10.06,34.7,34.7,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,26.3,0.0,0.0,9.8625,406.26,1
2026-06-01 04:40:00,1780269000,4.667,0,0,GRID_FALLBACK,16.92,0.0,0.12,8.15,0.0,9.36,9.36,24.62,RUNNING,0.0,OFF,0.0,OFF,9.99,34.62,34.62,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,25.26,0.0,0.0,9.4725,415.74,1
2026-06-01 04:45:00,1780269300,4.75,0,0,GRID_FALLBACK,17.15,0.0,0.18,7.34,0.0,5.59,5.59,24.88,RUNNING,0.0,OFF,0.0,OFF,9.87,34.74,34.74,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,29.15,0.0,0.0,10.9313,426.67,1
2026-06-01 04:50:00,1780269600,4.833,0,0,GRID_FALLBACK,16.51,0.0,0.18,8.26,0.0,9.98,9.98,24.62,RUNNING,0.0,OFF,0.0,OFF,10.14,34.76,34.76,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,24.78,0.0,0.0,9.2925,435.96,1
2026-06-01 04:55:00,1780269900,4.917,0,0,GRID_FALLBACK,17.03,0.0,0.14,7.31,0.0,5.49,5.49,24.32,RUNNING,0.0,OFF,0.0,OFF,10.23,34.55,34.55,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,29.06,0.0,0.0,10.8975,446.86,1
2026-06-01 05:00:00,1780270200,5.0,0,0,GRID_FALLBACK,17.39,0.0,0.15,8.68,0.0,12.58,12.58,25.13,RUNNING,0.0,OFF,0.0,OFF,9.79,34.92,34.92,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,22.34,0.0,0.0,8.3775,455.24,1
2026-06-01 05:05:00,1780270500,5.083,0,0,GRID_FALLBACK,16.86,0.0,0.13,8.84,0.0,13.65,13.65,25.47,RUNNING,0.0,OFF,0.0,OFF,10.22,35.69,35.69,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,22.04,0.0,0.0,8.265,463.5,1
2026-06-01 05:10:00,1780270800,5.167,0,0,GRID_FALLBACK,17.57,0.0,0.12,7.85,0.0,7.83,7.83,24.36,RUNNING,0.0,OFF,0.0,OFF,10.17,34.53,34.53,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,26.7,0.0,0.0,10.0125,473.51,1
2026-06-01 05:15:00,1780271100,5.25,0,0,GRID_FALLBACK,17.66,0.0,0.14,8.5,0.0,11.39,11.39,24.45,RUNNING,0.0,OFF,0.0,OFF,10.26,34.71,34.71,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,23.32,0.0,0.0,8.745,482.26,1
2026-06-01 05:20:00,1780271400,5.333,0,0,GRID_FALLBACK,17.74,0.0,0.2,8.85,0.0,13.75,13.75,25.61,RUNNING,0.0,OFF,0.0,OFF,9.71,35.33,35.33,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,21.58,0.0,0.0,8.0925,490.35,1
2026-06-01 05:25:00,1780271700,5.417,0,0,GRID_FALLBACK,17.74,0.0,0.13,9.1,0.0,15.53,15.53,25.48,RUNNING,0.0,OFF,0.0,OFF,10.22,35.7,35.7,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,20.17,0.0,0.0,7.5638,497.91,1
2026-06-01 05:30:00,1780272000,5.5,0,0,GRID_FALLBACK,17.9,0.0,0.13,8.92,0.0,14.2,14.2,24.37,RUNNING,0.0,OFF,0.0,OFF,10.22,34.6,34.6,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,20.4,0.0,0.0,7.65,505.56,1
2026-06-01 05:35:00,1780272300,5.583,0,0,GRID_FALLBACK,18.05,0.0,0.12,9.01,0.0,14.91,14.91,24.94,RUNNING,0.0,OFF,0.0,OFF,9.88,34.82,34.82,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,19.91,0.0,0.0,7.4662,513.03,1
2026-06-01 05:40:00,1780272600,5.667,0,0,GRID_FALLBACK,18.11,0.0,0.12,7.79,0.0,7.56,7.56,24.51,RUNNING,0.0,OFF,0.0,OFF,9.9,34.41,34.41,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,26.85,0.0,0.0,10.0687,523.1,1
2026-06-01 05:45:00,1780272900,5.75,0,0,GRID_FALLBACK,18.28,0.0,0.2,8.25,0.0,9.94,9.94,25.23,RUNNING,0.0,OFF,0.0,OFF,9.94,35.17,35.17,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,25.23,0.0,0.0,9.4613,532.56,1
2026-06-01 05:50:00,1780273200,5.833,0,0,GRID_FALLBACK,18.49,0.0,0.15,9.36,0.0,17.62,17.62,24.38,RUNNING,0.0,OFF,0.0,OFF,10.28,34.67,34.67,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,17.05,0.0,0.0,6.3938,538.95,1
2026-06-01 05:55:00,1780273500,5.917,0,0,GRID_FALLBACK,17.96,0.0,0.2,8.33,0.0,10.37,10.37,24.37,RUNNING,0.0,OFF,0.0,OFF,9.96,34.33,34.33,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,23.96,0.0,0.0,8.985,547.94,1
2026-06-01 06:00:00,1780273800,6.0,0,0,GRID_FALLBACK,18.53,0.0,0.13,8.92,0.01,14.23,14.24,24.82,RUNNING,0.0,OFF,0.0,OFF,10.05,34.86,34.86,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,20.62,0.0,0.0,7.7325,555.67,1
2026-06-01 06:05:00,1780274100,6.083,0,0,GRID_FALLBACK,18.27,18.1,0.17,8.0,2.28,8.57,10.85,25.06,RUNNING,0.0,OFF,0.0,OFF,10.13,35.19,35.19,0.0,35.0,08:00,17:00,3.0,17:00,1,4.5,0,50.0,0.0,0.0,0.0,20.0,24.34,0.0,0.0,9.1275,564.8,1
