timestamp,Machine_A_Power,Machine_A_Status,Machine_B_Power,Machine_B_Status,Machine_C_Power,Machine_C_Status,Auxiliary_Load,Total_Production_Load
2026-06-01 03:05:00,24.5,RUNNING,0.0,OFF,0.0,OFF,9.97,34.47
2026-06-01 03:10:00,25.68,RUNNING,0.0,OFF,0.0,OFF,9.97,35.64
2026-06-01 03:15:00,25.8,RUNNING,0.0,OFF,0.0,OFF,10.2,36.0
2026-06-01 03:20:00,24.47,RUNNING,0.0,OFF,0.0,OFF,9.99,34.46
2026-06-01 03:25:00,24.81,RUNNING,0.0,OFF,0.0,OFF,10.29,35.1
2026-06-01 03:30:00,24.88,RUNNING,0.0,OFF,0.0,OFF,10.27,35.15
2026-06-01 03:35:00,24.45,RUNNING,0.0,OFF,0.0,OFF,9.88,34.33
2026-06-01 03:40:00,25.4,RUNNING,0.0,OFF,0.0,OFF,9.73,35.13
2026-06-01 03:45:00,24.45,RUNNING,0.0,OFF,0.0,OFF,10.28,34.73
2026-06-01 03:50:00,25.28,RUNNING,0.0,OFF,0.0,OFF,9.84,35.12
2026-06-01 03:55:00,25.15,RUNNING,0.0,OFF,0.0,OFF,10.07,35.22
2026-06-01 04:00:00,25.7,RUNNING,0.0,OFF,0.0,OFF,9.82,35.52
2026-06-01 04:05:00,25.27,RUNNING,0.0,OFF,0.0,OFF,9.88,35.15
2026-06-01 04:10:00,24.93,RUNNING,0.0,OFF,0.0,OFF,10.3,35.23
2026-06-01 04:15:00,24.62,RUNNING,0.0,OFF,0.0,OFF,10.26,34.88
2026-06-01 04:20:00,24.45,RUNNING,0.0,OFF,0.0,OFF,10.2,34.65
2026-06-01 04:25:00,25.25,RUNNING,0.0,OFF,0.0,OFF,9.7,34.95
2026-06-01 04:30:00,25.7,RUNNING,0.0,OFF,0.0,OFF,9.78,35.48
2026-06-01 04:35:00,24.64,RUNNING,0.0,OFF,0.0,OFF,10.06,34.7
2026-06-01 04:40:00,24.62,RUNNING,0.0,OFF,0.0,OFF,9.99,34.62
2026-06-01 04:45:00,24.88,RUNNING,0.0,OFF,0.0,OFF,9.87,34.74
2026-06-01 04:50:00,24.62,RUNNING,0.0,OFF,0.0,OFF,10.14,34.76
2026-06-01 04:55:00,24.32,RUNNING,0.0,OFF,0.0,OFF,10.23,34.55
2026-06-01 05:00:00,25.13,RUNNING,0.0,OFF,0.0,OFF,9.79,34.92
2026-06-01 05:05:00,25.47,RUNNING,0.0,OFF,0.0,OFF,10.22,35.69
2026-06-01 05:10:00,24.36,RUNNING,0.0,OFF,0.0,OFF,10.17,34.53
2026-06-01 05:15:00,24.45,RUNNING,0.0,OFF,0.0,OFF,10.26,34.71
2026-06-01 05:20:00,25.61,RUNNING,0.0,OFF,0.0,OFF,9.71,35.33
2026-06-01 05:25:00,25.48,RUNNING,0.0,OFF,0.0,OFF,10.22,35.7
2026-06-01 05:30:00,24.37,RUNNING,0.0,OFF,0.0,OFF,10.22,34.6
2026-06-01 05:35:00,24.94,RUNNING,0.0,OFF,0.0,OFF,9.88,34.82
2026-06-01 05:40:00,24.51,RUNNING,0.0,OFF,0.0,OFF,9.9,34.41
2026-06-01 05:45:00,25.23,RUNNING,0.0,OFF,0.0,OFF,9.94,35.17
2026-06-01 05:50:00,24.38,RUNNING,0.0,OFF,0.0,OFF,10.28,34.67
2026-06-01 05:55:00,24.37,RUNNING,0.0,OFF,0.0,OFF,9.96,34.33
2026-06-01 06:00:00,24.82,RUNNING,0.0,OFF,0.0,OFF,10.05,34.86
2026-06-01 06:05:00,25.06,RUNNING,0.0,OFF,0.0,OFF,10.13,35.19
2026-06-01 06:10:00,25.26,RUNNING,0.0,OFF,0.0,OFF,9.9,35.16
2026-06-01 06:15:00,24.69,RUNNING,0.0,OFF,0.0,OFF,9.95,34.64
2026-06-01 06:20:00,25.7,RUNNING,0.0,OFF,0.0,OFF,10.11,35.81
2026-06-01 06:25:00,24.2,RUNNING,0.0,OFF,0.0,OFF,9.87,34.07
2026-06-01 06:30:00,24.91,RUNNING,0.0,OFF,0.0,OFF,9.83,34.74
2026-06-01 06:35:00,24.34,RUNNING,0.0,OFF,0.0,OFF,10.01,34.34
2026-06-01 06:40:00,25.28,RUNNING,0.0,OFF,0.0,OFF,9.83,35.11
2026-06-01 06:45:00,25.56,RUNNING,0.0,OFF,0.0,OFF,9.74,35.3
2026-06-01 06:50:00,24.99,RUNNING,0.0,OFF,0.0,OFF,9.85,34.84
2026-06-01 06:55:00,24.37,RUNNING,0.0,OFF,0.0,OFF,9.96,34.33
2026-06-01 07:00:00,24.6,RUNNING,0.0,OFF,0.0,OFF,10.21,34.81
2026-06-01 07:05:00,25.15,RUNNING,0.0,OFF,0.0,OFF,10.27,35.42
2026-06-01 07:10:00,25.53,RUNNING,0.0,OFF,0.0,OFF,10.03,35.56
2026-06-01 07:15:00,24.6,RUNNING,0.0,OFF,0.0,OFF,10.08,34.68
2026-06-01 07:20:00,24.32,RUNNING,0.0,OFF,0.0,OFF,9.87,34.2
2026-06-01 07:25:00,24.57,RUNNING,0.0,OFF,0.0,OFF,10.12,34.69
2026-06-01 07:30:00,24.87,RUNNING,0.0,OFF,0.0,OFF,9.82,34.69
2026-06-01 07:35:00,25.57,RUNNING,0.0,OFF,0.0,OFF,10.16,35.73
2026-06-01 07:40:00,25.57,RUNNING,0.0,OFF,0.0,OFF,10.27,35.84
2026-06-01 07:45:00,24.55,RUNNING,0.0,OFF,0.0,OFF,9.83,34.38
2026-06-01 07:50:00,24.85,RUNNING,0.0,OFF,0.0,OFF,9.8,34.65
2026-06-01 07:55:00,24.83,RUNNING,0.0,OFF,0.0,OFF,10.04,34.87
2026-06-01 08:00:00,24.28,RUNNING,19.83,RUNNING,0.0,OFF,9.83,53.94
2026-06-01 08:05:00,25.53,RUNNING,19.65,RUNNING,0.0,OFF,9.75,54.93
2026-06-01 08:10:00,25.24,RUNNING,20.39,RUNNING,0.0,OFF,10.09,55.73
2026-06-01 08:15:00,24.44,RUNNING,19.48,RUNNING,0.0,OFF,10.1,54.02
2026-06-01 08:20:00,24.47,RUNNING,20.15,RUNNING,0.0,OFF,10.15,54.77
2026-06-01 08:25:00,24.24,RUNNING,19.74,RUNNING,0.0,OFF,10.11,54.08
2026-06-01 08:30:00,25.3,RUNNING,20.18,RUNNING,0.0,OFF,9.76,55.24
2026-06-01 08:35:00,25.77,RUNNING,20.4,RUNNING,0.0,OFF,9.91,56.08
2026-06-01 08:40:00,25.56,RUNNING,20.45,RUNNING,0.0,OFF,9.76,55.77
2026-06-01 08:45:00,24.9,RUNNING,20.33,RUNNING,0.0,OFF,10.28,55.5
2026-06-01 08:50:00,24.9,RUNNING,20.32,RUNNING,0.0,OFF,9.86,55.08
2026-06-01 08:55:00,24.59,RUNNING,19.95,RUNNING,0.0,OFF,10.07,54.61
2026-06-01 09:00:00,24.54,RUNNING,20.42,RUNNING,34.68,RUNNING,10.23,89.87
2026-06-01 09:05:00,24.34,RUNNING,20.31,RUNNING,34.98,RUNNING,10.15,89.78
2026-06-01 09:10:00,24.35,RUNNING,19.61,RUNNING,35.38,RUNNING,9.88,89.23
2026-06-01 09:15:00,25.39,RUNNING,19.76,RUNNING,35.41,RUNNING,9.86,90.42
2026-06-01 09:20:00,25.06,RUNNING,20.37,RUNNING,34.37,RUNNING,9.83,89.62
2026-06-01 09:25:00,24.65,RUNNING,19.44,RUNNING,34.39,RUNNING,9.84,88.32
2026-06-01 09:30:00,25.76,RUNNING,20.07,RUNNING,35.39,RUNNING,9.78,91.0
2026-06-01 09:35:00,24.95,RUNNING,19.92,RUNNING,34.37,RUNNING,9.73,88.97
2026-06-01 09:40:00,24.32,RUNNING,20.18,RUNNING,34.11,RUNNING,9.79,88.4
2026-06-01 09:45:00,25.42,RUNNING,20.15,RUNNING,35.58,RUNNING,9.84,90.99
2026-06-01 09:50:00,25.78,RUNNING,19.73,RUNNING,35.24,RUNNING,10.07,90.82
2026-06-01 09:55:00,25.26,RUNNING,19.52,RUNNING,34.35,RUNNING,9.75,88.87
2026-06-01 10:00:00,24.57,RUNNING,20.29,RUNNING,35.41,RUNNING,9.97,90.24
2026-06-01 10:05:00,25.26,RUNNING,20.61,RUNNING,34.85,RUNNING,10.03,90.74
2026-06-01 10:10:00,24.47,RUNNING,19.73,RUNNING,35.5,RUNNING,10.04,89.74
2026-06-01 10:15:00,25.71,RUNNING,20.0,RUNNING,34.99,RUNNING,9.75,90.44
2026-06-01 10:20:00,24.35,RUNNING,20.65,RUNNING,35.67,RUNNING,10.05,90.71
2026-06-01 10:25:00,24.26,RUNNING,20.36,RUNNING,34.94,RUNNING,10.09,89.66
2026-06-01 10:30:00,24.99,RUNNING,19.43,RUNNING,34.7,RUNNING,9.9,89.01
2026-06-01 10:35:00,24.66,RUNNING,20.62,RUNNING,35.63,RUNNING,10.03,90.94
2026-06-01 10:40:00,24.85,RUNNING,20.02,RUNNING,35.98,RUNNING,10.09,90.94
2026-06-01 10:45:00,25.41,RUNNING,20.18,RUNNING,35.52,RUNNING,9.82,90.93
2026-06-01 10:50:00,24.39,RUNNING,20.66,RUNNING,35.22,RUNNING,9.84,90.12
2026-06-01 10:55:00,25.79,RUNNING,20.58,RUNNING,34.92,RUNNING,9.77,91.06
2026-06-01 11:00:00,24.64,RUNNING,20.47,RUNNING,35.96,RUNNING,9.85,90.91
2026-06-01 11:05:00,25.61,RUNNING,20.51,RUNNING,34.55,RUNNING,10.17,90.84
2026-06-01 11:10:00,24.65,RUNNING,19.72,RUNNING,35.17,RUNNING,10.3,89.84
2026-06-01 11:15:00,25.08,RUNNING,20.06,RUNNING,34.91,RUNNING,9.89,89.95
2026-06-01 11:20:00,25.44,RUNNING,19.36,RUNNING,35.49,RUNNING,10.12,90.41
2026-06-01 11:25:00,25.77,RUNNING,19.99,RUNNING,34.07,RUNNING,10.0,89.84
2026-06-01 11:30:00,25.04,RUNNING,19.94,RUNNING,35.44,RUNNING,9.95,90.37
2026-06-01 11:35:00,24.74,RUNNING,20.27,RUNNING,35.3,RUNNING,10.21,90.52
2026-06-01 11:40:00,25.35,RUNNING,20.36,RUNNING,35.74,RUNNING,9.72,91.18
2026-06-01 11:45:00,25.39,RUNNING,19.91,RUNNING,34.2,RUNNING,10.08,89.58
2026-06-01 11:50:00,24.27,RUNNING,20.41,RUNNING,34.59,RUNNING,9.92,89.2
2026-06-01 11:55:00,24.47,RUNNING,19.41,RUNNING,35.74,RUNNING,10.07,89.7
2026-06-01 12:00:00,24.61,RUNNING,3.0,STANDBY,0.0,OFF,9.85,37.46
2026-06-01 12:05:00,24.45,RUNNING,3.0,STANDBY,0.0,OFF,9.97,37.42
2026-06-01 12:10:00,24.6,RUNNING,3.0,STANDBY,0.0,OFF,10.21,37.81
2026-06-01 12:15:00,25.12,RUNNING,3.0,STANDBY,0.0,OFF,10.04,38.16
2026-06-01 12:20:00,24.64,RUNNING,3.0,STANDBY,0.0,OFF,10.04,37.68
2026-06-01 12:25:00,24.99,RUNNING,3.0,STANDBY,0.0,OFF,10.24,38.24
2026-06-01 12:30:00,25.22,RUNNING,3.0,STANDBY,0.0,OFF,10.07,38.29
2026-06-01 12:35:00,25.21,RUNNING,3.0,STANDBY,0.0,OFF,10.24,38.45
2026-06-01 12:40:00,25.37,RUNNING,3.0,STANDBY,0.0,OFF,9.75,38.13
2026-06-01 12:45:00,25.06,RUNNING,3.0,STANDBY,0.0,OFF,10.28,38.35
2026-06-01 12:50:00,25.52,RUNNING,3.0,STANDBY,0.0,OFF,9.99,38.51
2026-06-01 12:55:00,25.74,RUNNING,3.0,STANDBY,0.0,OFF,9.78,38.53
2026-06-01 13:00:00,25.75,RUNNING,20.43,RUNNING,0.0,OFF,9.92,56.09
2026-06-01 13:05:00,25.28,RUNNING,20.24,RUNNING,0.0,OFF,10.05,55.57
2026-06-01 13:10:00,24.24,RUNNING,20.54,RUNNING,0.0,OFF,10.04,54.81
2026-06-01 13:15:00,25.66,RUNNING,19.72,RUNNING,0.0,OFF,9.94,55.32
2026-06-01 13:20:00,24.36,RUNNING,20.54,RUNNING,0.0,OFF,9.78,54.68
2026-06-01 13:25:00,24.87,RUNNING,20.34,RUNNING,0.0,OFF,9.79,55.0
2026-06-01 13:30:00,25.72,RUNNING,19.35,RUNNING,0.0,OFF,9.92,54.99
2026-06-01 13:35:00,25.3,RUNNING,20.06,RUNNING,0.0,OFF,10.29,55.65
2026-06-01 13:40:00,25.56,RUNNING,19.94,RUNNING,0.0,OFF,10.1,55.59
2026-06-01 13:45:00,24.59,RUNNING,19.48,RUNNING,0.0,OFF,10.04,54.1
2026-06-01 13:50:00,25.59,RUNNING,19.76,RUNNING,0.0,OFF,9.79,55.14
2026-06-01 13:55:00,24.41,RUNNING,19.65,RUNNING,0.0,OFF,9.8,53.86
2026-06-01 14:00:00,24.58,RUNNING,19.75,RUNNING,0.0,OFF,9.8,54.14
2026-06-01 14:05:00,24.96,RUNNING,20.39,RUNNING,0.0,OFF,10.01,55.36
2026-06-01 14:10:00,25.45,RUNNING,20.51,RUNNING,0.0,OFF,10.01,55.98
2026-06-01 14:15:00,24.84,RUNNING,20.26,RUNNING,0.0,OFF,9.99,55.1
2026-06-01 14:20:00,24.31,RUNNING,19.69,RUNNING,0.0,OFF,10.08,54.07
2026-06-01 14:25:00,24.93,RUNNING,20.15,RUNNING,0.0,OFF,9.76,54.83
2026-06-01 14:30:00,25.35,RUNNING,19.6,RUNNING,0.0,OFF,9.97,54.93
2026-06-01 14:35:00,24.35,RUNNING,19.9,RUNNING,0.0,OFF,10.1,54.35
2026-06-01 14:40:00,25.53,RUNNING,19.43,RUNNING,0.0,OFF,9.76,54.72
2026-06-01 14:45:00,25.1,RUNNING,19.76,RUNNING,0.0,OFF,9.77,54.63
2026-06-01 14:50:00,25.35,RUNNING,20.66,RUNNING,0.0,OFF,10.06,56.07
2026-06-01 14:55:00,24.56,RUNNING,19.45,RUNNING,0.0,OFF,10.21,54.22
2026-06-01 15:00:00,25.55,RUNNING,20.66,RUNNING,0.0,OFF,10.19,56.41
2026-06-01 15:05:00,25.53,RUNNING,19.67,RUNNING,0.0,OFF,9.81,55.01
2026-06-01 15:10:00,25.59,RUNNING,20.09,RUNNING,0.0,OFF,9.94,55.63
2026-06-01 15:15:00,24.54,RUNNING,19.89,RUNNING,0.0,OFF,9.9,54.34
2026-06-01 15:20:00,24.34,RUNNING,19.37,RUNNING,0.0,OFF,9.79,53.5
2026-06-01 15:25:00,24.98,RUNNING,19.92,RUNNING,0.0,OFF,9.86,54.76
2026-06-01 15:30:00,25.29,RUNNING,19.98,RUNNING,0.0,OFF,10.1,55.37
2026-06-01 15:35:00,24.68,RUNNING,19.6,RUNNING,0.0,OFF,9.78,54.06
2026-06-01 15:40:00,24.48,RUNNING,19.83,RUNNING,0.0,OFF,10.12,54.44
2026-06-01 15:45:00,25.58,RUNNING,19.36,RUNNING,0.0,OFF,9.71,54.65
2026-06-01 15:50:00,25.34,RUNNING,19.88,RUNNING,0.0,OFF,9.77,54.99
2026-06-01 15:55:00,25.53,RUNNING,20.59,RUNNING,0.0,OFF,9.75,55.87
2026-06-01 16:00:00,24.83,RUNNING,19.73,RUNNING,0.0,OFF,9.9,54.47
2026-06-01 16:05:00,25.02,RUNNING,20.57,RUNNING,0.0,OFF,9.91,55.49
2026-06-01 16:10:00,24.43,RUNNING,19.58,RUNNING,0.0,OFF,10.06,54.07
2026-06-01 16:15:00,24.99,RUNNING,20.36,RUNNING,0.0,OFF,10.16,55.5
2026-06-01 16:20:00,25.2,RUNNING,20.51,RUNNING,0.0,OFF,10.08,55.79
2026-06-01 16:25:00,24.64,RUNNING,19.38,RUNNING,0.0,OFF,10.0,54.02
2026-06-01 16:30:00,24.32,RUNNING,20.51,RUNNING,0.0,OFF,10.21,55.05
2026-06-01 16:35:00,25.47,RUNNING,20.55,RUNNING,0.0,OFF,9.97,55.99
2026-06-01 16:40:00,24.44,RUNNING,19.39,RUNNING,0.0,OFF,9.76,53.59
2026-06-01 16:45:00,24.48,RUNNING,19.65,RUNNING,0.0,OFF,9.96,54.09
2026-06-01 16:50:00,24.65,RUNNING,19.87,RUNNING,0.0,OFF,9.9,54.43
2026-06-01 16:55:00,24.35,RUNNING,20.25,RUNNING,0.0,OFF,9.87,54.47
2026-06-01 17:00:00,24.73,RUNNING,0.0,OFF,0.0,OFF,10.05,34.78
2026-06-01 17:05:00,24.83,RUNNING,0.0,OFF,0.0,OFF,10.06,34.88
2026-06-01 17:10:00,25.5,RUNNING,0.0,OFF,0.0,OFF,10.1,35.6
2026-06-01 17:15:00,25.23,RUNNING,0.0,OFF,0.0,OFF,9.95,35.19
2026-06-01 17:20:00,25.72,RUNNING,0.0,OFF,0.0,OFF,9.99,35.71
2026-06-01 17:25:00,24.36,RUNNING,0.0,OFF,0.0,OFF,10.16,34.52
2026-06-01 17:30:00,25.43,RUNNING,0.0,OFF,0.0,OFF,9.78,35.2
2026-06-01 17:35:00,25.49,RUNNING,0.0,OFF,0.0,OFF,9.8,35.29
2026-06-01 17:40:00,24.91,RUNNING,0.0,OFF,0.0,OFF,9.87,34.78
2026-06-01 17:45:00,25.49,RUNNING,0.0,OFF,0.0,OFF,9.98,35.48
2026-06-01 17:50:00,24.94,RUNNING,0.0,OFF,0.0,OFF,9.87,34.81
2026-06-01 17:55:00,25.48,RUNNING,0.0,OFF,0.0,OFF,9.78,35.27
2026-06-01 18:00:00,24.36,RUNNING,0.0,OFF,0.0,OFF,10.21,34.57
2026-06-01 18:05:00,24.64,RUNNING,0.0,OFF,0.0,OFF,10.24,34.88
2026-06-01 18:10:00,24.56,RUNNING,0.0,OFF,0.0,OFF,9.97,34.53
2026-06-01 18:15:00,25.0,RUNNING,0.0,OFF,0.0,OFF,9.84,34.84
2026-06-01 18:20:00,25.69,RUNNING,0.0,OFF,0.0,OFF,10.2,35.89
2026-06-01 18:25:00,24.66,RUNNING,0.0,OFF,0.0,OFF,10.2,34.86
2026-06-01 18:30:00,24.92,RUNNING,0.0,OFF,0.0,OFF,9.7,34.62
2026-06-01 18:35:00,25.08,RUNNING,0.0,OFF,0.0,OFF,10.14,35.21
2026-06-01 18:40:00,24.68,RUNNING,0.0,OFF,0.0,OFF,9.73,34.41
2026-06-01 18:45:00,24.38,RUNNING,0.0,OFF,0.0,OFF,10.24,34.62
2026-06-01 18:50:00,24.59,RUNNING,0.0,OFF,0.0,OFF,9.79,34.37
2026-06-01 18:55:00,24.87,RUNNING,0.0,OFF,0.0,OFF,10.1,34.97
2026-06-01 19:00:00,25.04,RUNNING,0.0,OFF,0.0,OFF,10.0,35.05
2026-06-01 19:05:00,24.95,RUNNING,0.0,OFF,0.0,OFF,10.08,35.03
2026-06-01 19:10:00,25.46,RUNNING,0.0,OFF,0.0,OFF,9.91,35.37
2026-06-01 19:15:00,25.38,RUNNING,0.0,OFF,0.0,OFF,9.9,35.28
2026-06-01 19:20:00,24.48,RUNNING,0.0,OFF,0.0,OFF,10.17,34.65
2026-06-01 19:25:00,25.5,RUNNING,0.0,OFF,0.0,OFF,9.74,35.24
2026-06-01 19:30:00,24.27,RUNNING,0.0,OFF,0.0,OFF,9.82,34.09
2026-06-01 19:35:00,25.78,RUNNING,0.0,OFF,0.0,OFF,10.03,35.81
2026-06-01 19:40:00,24.77,RUNNING,0.0,OFF,0.0,OFF,10.17,34.94
2026-06-01 19:45:00,24.79,RUNNING,0.0,OFF,0.0,OFF,10.23,35.02
2026-06-01 19:50:00,25.76,RUNNING,0.0,OFF,0.0,OFF,10.0,35.76
2026-06-01 19:55:00,25.48,RUNNING,0.0,OFF,0.0,OFF,10.14,35.62
2026-06-01 20:00:00,25.07,RUNNING,0.0,OFF,0.0,OFF,9.89,34.97
2026-06-01 20:05:00,25.16,RUNNING,0.0,OFF,0.0,OFF,9.96,35.12
2026-06-01 20:10:00,25.59,RUNNING,0.0,OFF,0.0,OFF,9.91,35.5
2026-06-01 20:15:00,25.72,RUNNING,0.0,OFF,0.0,OFF,9.75,35.46
2026-06-01 20:20:00,25.29,RUNNING,0.0,OFF,0.0,OFF,10.27,35.56
2026-06-01 20:25:00,24.26,RUNNING,0.0,OFF,0.0,OFF,9.74,34.0
2026-06-01 20:30:00,25.11,RUNNING,0.0,OFF,0.0,OFF,10.06,35.17
2026-06-01 20:35:00,25.42,RUNNING,0.0,OFF,0.0,OFF,10.04,35.47
2026-06-01 20:40:00,24.6,RUNNING,0.0,OFF,0.0,OFF,9.77,34.37
2026-06-01 20:45:00,25.1,RUNNING,0.0,OFF,0.0,OFF,9.86,34.96
2026-06-01 20:50:00,24.66,RUNNING,0.0,OFF,0.0,OFF,10.25,34.91
2026-06-01 20:55:00,24.92,RUNNING,0.0,OFF,0.0,OFF,10.24,35.16
2026-06-01 21:00:00,25.55,RUNNING,0.0,OFF,0.0,OFF,9.89,35.44
2026-06-01 21:05:00,25.63,RUNNING,0.0,OFF,0.0,OFF,10.21,35.84
2026-06-01 21:10:00,25.47,RUNNING,0.0,OFF,0.0,OFF,10.01,35.48
2026-06-01 21:15:00,25.46,RUNNING,0.0,OFF,0.0,OFF,9.72,35.18
2026-06-01 21:20:00,25.08,RUNNING,0.0,OFF,0.0,OFF,10.07,35.15
2026-06-01 21:25:00,25.35,RUNNING,0.0,OFF,0.0,OFF,10.02,35.37
2026-06-01 21:30:00,25.76,RUNNING,0.0,OFF,0.0,OFF,10.09,35.84
2026-06-01 21:35:00,25.6,RUNNING,0.0,OFF,0.0,OFF,10.17,35.77
2026-06-01 21:40:00,24.89,RUNNING,0.0,OFF,0.0,OFF,10.25,35.14
2026-06-01 21:45:00,24.46,RUNNING,0.0,OFF,0.0,OFF,9.89,34.36
2026-06-01 21:50:00,25.63,RUNNING,0.0,OFF,0.0,OFF,10.21,35.84
2026-06-01 21:55:00,24.4,RUNNING,0.0,OFF,0.0,OFF,9.88,34.28
2026-06-01 22:00:00,25.71,RUNNING,0.0,OFF,0.0,OFF,9.79,35.5
2026-06-01 22:05:00,25.55,RUNNING,0.0,OFF,0.0,OFF,10.04,35.59
2026-06-01 22:10:00,25.23,RUNNING,0.0,OFF,0.0,OFF,10.05,35.27
2026-06-01 22:15:00,25.22,RUNNING,0.0,OFF,0.0,OFF,10.0,35.22
2026-06-01 22:20:00,24.97,RUNNING,0.0,OFF,0.0,OFF,10.18,35.16
2026-06-01 22:25:00,24.3,RUNNING,0.0,OFF,0.0,OFF,9.96,34.26
2026-06-01 22:30:00,24.7,RUNNING,0.0,OFF,0.0,OFF,10.13,34.83
2026-06-01 22:35:00,24.41,RUNNING,0.0,OFF,0.0,OFF,9.92,34.33
2026-06-01 22:40:00,24.63,RUNNING,0.0,OFF,0.0,OFF,9.85,34.48
2026-06-01 22:45:00,25.18,RUNNING,0.0,OFF,0.0,OFF,9.85,35.03
2026-06-01 22:50:00,25.12,RUNNING,0.0,OFF,0.0,OFF,9.89,35.01
2026-06-01 22:55:00,25.0,RUNNING,0.0,OFF,0.0,OFF,9.89,34.88
2026-06-01 23:00:00,25.75,RUNNING,0.0,OFF,0.0,OFF,9.83,35.58
2026-06-01 23:05:00,25.61,RUNNING,0.0,OFF,0.0,OFF,10.09,35.7
2026-06-01 23:10:00,24.89,RUNNING,0.0,OFF,0.0,OFF,10.23,35.12
2026-06-01 23:15:00,24.84,RUNNING,0.0,OFF,0.0,OFF,10.04,34.88
2026-06-01 23:20:00,25.01,RUNNING,0.0,OFF,0.0,OFF,10.16,35.17
2026-06-01 23:25:00,24.39,RUNNING,0.0,OFF,0.0,OFF,10.29,34.68
2026-06-01 23:30:00,25.7,RUNNING,0.0,OFF,0.0,OFF,10.15,35.86
2026-06-01 23:35:00,24.27,RUNNING,0.0,OFF,0.0,OFF,9.78,34.05
2026-06-01 23:40:00,25.17,RUNNING,0.0,OFF,0.0,OFF,10.01,35.18
2026-06-01 23:45:00,25.78,RUNNING,0.0,OFF,0.0,OFF,10.14,35.93
2026-06-01 23:50:00,25.05,RUNNING,0.0,OFF,0.0,OFF,10.13,35.18
2026-06-01 23:55:00,25.28,RUNNING,0.0,OFF,0.0,OFF,10.29,35.57
