timestamp,solar_power,wind_power,battery_soc,load_demand,grid_power,temperature,ems_action
2026-06-01 04:00:00,0.0,6.4,20.0,35.52,29.12,16.21,GRID_FALLBACK
2026-06-01 04:05:00,0.0,5.79,20.0,35.15,29.36,16.49,GRID_FALLBACK
2026-06-01 04:10:00,0.0,4.15,20.0,35.23,31.08,16.22,GRID_FALLBACK
2026-06-01 04:15:00,0.0,5.1,20.0,34.88,29.78,16.82,GRID_FALLBACK
2026-06-01 04:20:00,0.0,6.29,20.0,34.65,28.36,16.79,GRID_FALLBACK
2026-06-01 04:25:00,0.0,11.74,20.0,34.95,23.21,16.71,GRID_FALLBACK
2026-06-01 04:30:00,0.0,9.03,20.0,35.48,26.45,16.86,GRID_FALLBACK
2026-06-01 04:35:00,0.0,8.4,20.0,34.7,26.3,16.37,GRID_FALLBACK
2026-06-01 04:40:00,0.0,9.36,20.0,34.62,25.26,16.92,GRID_FALLBACK
2026-06-01 04:45:00,0.0,5.59,20.0,34.74,29.15,17.15,GRID_FALLBACK
2026-06-01 04:50:00,0.0,9.98,20.0,34.76,24.78,16.51,GRID_FALLBACK
2026-06-01 04:55:00,0.0,5.49,20.0,34.55,29.06,17.03,GRID_FALLBACK
2026-06-01 05:00:00,0.0,12.58,20.0,34.92,22.34,17.39,GRID_FALLBACK
2026-06-01 05:05:00,0.0,13.65,20.0,35.69,22.04,16.86,GRID_FALLBACK
2026-06-01 05:10:00,0.0,7.83,20.0,34.53,26.7,17.57,GRID_FALLBACK
2026-06-01 05:15:00,0.0,11.39,20.0,34.71,23.32,17.66,GRID_FALLBACK
2026-06-01 05:20:00,0.0,13.75,20.0,35.33,21.58,17.74,GRID_FALLBACK
2026-06-01 05:25:00,0.0,15.53,20.0,35.7,20.17,17.74,GRID_FALLBACK
2026-06-01 05:30:00,0.0,14.2,20.0,34.6,20.4,17.9,GRID_FALLBACK
2026-06-01 05:35:00,0.0,14.91,20.0,34.82,19.91,18.05,GRID_FALLBACK
2026-06-01 05:40:00,0.0,7.56,20.0,34.41,26.85,18.11,GRID_FALLBACK
2026-06-01 05:45:00,0.0,9.94,20.0,35.17,25.23,18.28,GRID_FALLBACK
2026-06-01 05:50:00,0.0,17.62,20.0,34.67,17.05,18.49,GRID_FALLBACK
2026-06-01 05:55:00,0.0,10.37,20.0,34.33,23.96,17.96,GRID_FALLBACK
2026-06-01 06:00:00,0.01,14.23,20.0,34.86,20.62,18.53,GRID_FALLBACK
2026-06-01 06:05:00,2.28,8.57,20.0,35.19,24.34,18.27,GRID_FALLBACK
2026-06-01 06:10:00,3.29,12.21,20.0,35.16,19.65,18.79,GRID_FALLBACK
2026-06-01 06:15:00,5.27,16.67,20.0,34.64,12.7,18.58,GRID_FALLBACK
2026-06-01 06:20:00,7.7,10.43,20.0,35.81,17.68,18.78,GRID_FALLBACK
2026-06-01 06:25:00,9.38,12.43,20.0,34.07,12.25,19.31,GRID_FALLBACK
2026-06-01 06:30:00,11.22,16.9,20.0,34.74,6.62,19.07,GRID_FALLBACK
2026-06-01 06:35:00,12.27,19.17,20.0,34.34,2.89,19.25,GRID_FALLBACK
2026-06-01 06:40:00,15.63,19.87,20.02,35.11,0.0,19.52,BATTERY_CHARGING
2026-06-01 06:45:00,17.88,12.97,20.0,35.3,4.1,19.31,GRID_FALLBACK
2026-06-01 06:50:00,18.7,12.7,20.0,34.84,3.44,19.63,GRID_FALLBACK
2026-06-01 06:55:00,22.08,19.99,20.31,34.33,0.0,19.97,BATTERY_CHARGING
2026-06-01 07:00:00,20.8,17.12,20.43,34.81,0.0,19.74,BATTERY_CHARGING
2026-06-01 07:05:00,23.88,19.49,20.74,35.42,0.0,20.12,BATTERY_CHARGING
2026-06-01 07:10:00,25.67,20.57,21.17,35.56,0.0,20.62,BATTERY_CHARGING
2026-06-01 07:15:00,26.75,17.47,21.54,34.68,0.0,20.78,BATTERY_CHARGING
2026-06-01 07:20:00,29.26,19.88,22.14,34.2,0.0,20.83,BATTERY_CHARGING
2026-06-01 07:25:00,31.65,18.96,22.77,34.69,0.0,20.6,BATTERY_CHARGING
2026-06-01 07:30:00,34.77,17.44,23.46,34.69,0.0,21.1,BATTERY_CHARGING
2026-06-01 07:35:00,33.32,20.18,24.16,35.73,0.0,21.04,BATTERY_CHARGING
2026-06-01 07:40:00,38.85,17.24,24.96,35.84,0.0,21.17,BATTERY_CHARGING
2026-06-01 07:45:00,37.13,20.19,25.87,34.38,0.0,21.36,BATTERY_CHARGING
2026-06-01 07:50:00,42.18,17.53,26.86,34.65,0.0,21.54,BATTERY_CHARGING
2026-06-01 07:55:00,42.76,21.88,28.04,34.87,0.0,21.74,BATTERY_CHARGING
2026-06-01 08:00:00,42.32,15.43,28.19,53.94,0.0,21.55,BATTERY_CHARGING
2026-06-01 08:05:00,43.51,18.82,28.49,54.93,0.0,21.96,BATTERY_CHARGING
2026-06-01 08:10:00,45.88,29.14,29.25,55.73,0.0,21.88,BATTERY_CHARGING
2026-06-01 08:15:00,44.67,16.83,29.55,54.02,0.0,22.64,BATTERY_CHARGING
2026-06-01 08:20:00,51.11,24.39,30.37,54.77,0.0,22.66,BATTERY_CHARGING
2026-06-01 08:25:00,48.47,29.31,31.3,54.08,0.0,22.47,BATTERY_CHARGING
2026-06-01 08:30:00,52.3,25.11,32.18,55.24,0.0,23.32,BATTERY_CHARGING
2026-06-01 08:35:00,50.97,23.43,32.91,56.08,0.0,23.35,BATTERY_CHARGING
2026-06-01 08:40:00,55.7,22.13,33.78,55.77,0.0,23.25,BATTERY_CHARGING
2026-06-01 08:45:00,55.61,27.72,34.88,55.5,0.0,23.85,BATTERY_CHARGING
2026-06-01 08:50:00,55.67,22.98,35.81,55.08,0.0,23.47,BATTERY_CHARGING
2026-06-01 08:55:00,57.08,16.65,36.57,54.61,0.0,24.11,BATTERY_CHARGING
2026-06-01 09:00:00,63.4,28.66,36.66,89.87,0.0,23.9,BATTERY_CHARGING
2026-06-01 09:05:00,63.63,15.91,36.21,89.78,0.0,24.34,NORMAL_OPERATION
2026-06-01 09:10:00,62.01,22.79,36.01,89.23,0.0,24.5,NORMAL_OPERATION
2026-06-01 09:15:00,64.14,23.54,35.89,90.42,0.0,24.59,NORMAL_OPERATION
2026-06-01 09:20:00,67.78,18.58,35.75,89.62,0.0,24.5,NORMAL_OPERATION
2026-06-01 09:25:00,64.6,31.72,36.07,88.32,0.0,24.86,BATTERY_CHARGING
2026-06-01 09:30:00,71.12,23.86,36.23,91.0,0.0,24.79,BATTERY_CHARGING
2026-06-01 09:35:00,68.55,29.89,36.6,88.97,0.0,25.51,BATTERY_CHARGING
2026-06-01 09:40:00,69.5,29.0,37.0,88.4,0.0,25.74,BATTERY_CHARGING
2026-06-01 09:45:00,71.75,32.36,37.52,90.99,0.0,25.61,BATTERY_CHARGING
2026-06-01 09:50:00,72.25,22.59,37.68,90.82,0.0,25.75,BATTERY_CHARGING
2026-06-01 09:55:00,68.25,19.11,37.61,88.87,0.0,26.09,NORMAL_OPERATION
2026-06-01 10:00:00,73.63,25.07,37.95,90.24,0.0,25.67,BATTERY_CHARGING
2026-06-01 10:05:00,70.54,28.47,38.28,90.74,0.0,26.39,BATTERY_CHARGING
2026-06-01 10:10:00,70.91,29.17,38.68,89.74,0.0,26.52,BATTERY_CHARGING
2026-06-01 10:15:00,79.36,26.64,39.3,90.44,0.0,26.4,BATTERY_CHARGING
2026-06-01 10:20:00,76.98,20.69,39.58,90.71,0.0,26.37,BATTERY_CHARGING
2026-06-01 10:25:00,72.34,26.25,39.93,89.66,0.0,27.26,BATTERY_CHARGING
2026-06-01 10:30:00,80.83,24.71,40.58,89.01,0.0,27.39,BATTERY_CHARGING
2026-06-01 10:35:00,75.36,20.62,40.78,90.94,0.0,27.36,BATTERY_CHARGING
2026-06-01 10:40:00,81.32,20.44,41.21,90.94,0.0,27.34,BATTERY_CHARGING
2026-06-01 10:45:00,80.34,18.42,41.52,90.93,0.0,27.57,BATTERY_CHARGING
2026-06-01 10:50:00,76.34,21.97,41.85,90.12,0.0,27.73,BATTERY_CHARGING
2026-06-01 10:55:00,79.87,23.65,42.34,91.06,0.0,27.57,BATTERY_CHARGING
2026-06-01 11:00:00,81.06,26.26,42.99,90.91,0.0,28.27,BATTERY_CHARGING
2026-06-01 11:05:00,82.63,29.81,43.84,90.84,0.0,28.19,BATTERY_CHARGING
2026-06-01 11:10:00,78.05,22.5,44.27,89.84,0.0,28.23,BATTERY_CHARGING
2026-06-01 11:15:00,85.47,22.82,44.99,89.95,0.0,28.44,BATTERY_CHARGING
2026-06-01 11:20:00,80.41,23.17,45.51,90.41,0.0,28.34,BATTERY_CHARGING
2026-06-01 11:25:00,84.1,24.46,46.25,89.84,0.0,28.98,BATTERY_CHARGING
2026-06-01 11:30:00,79.28,27.89,46.92,90.37,0.0,28.94,BATTERY_CHARGING
2026-06-01 11:35:00,86.95,21.0,47.61,90.52,0.0,29.13,BATTERY_CHARGING
2026-06-01 11:40:00,79.48,19.48,47.92,91.18,0.0,29.42,BATTERY_CHARGING
2026-06-01 11:45:00,82.69,27.97,48.75,89.58,0.0,28.93,BATTERY_CHARGING
2026-06-01 11:50:00,84.28,23.81,49.5,89.2,0.0,29.7,BATTERY_CHARGING
2026-06-01 11:55:00,83.52,21.54,50.11,89.7,0.0,29.25,BATTERY_CHARGING
2026-06-01 12:00:00,79.39,15.52,52.09,37.46,-7.46,29.45,GRID_EXPORT
2026-06-01 12:05:00,80.67,26.45,54.07,37.42,-19.71,29.39,GRID_EXPORT
2026-06-01 12:10:00,82.36,21.86,56.04,37.81,-16.41,29.77,GRID_EXPORT
2026-06-01 12:15:00,84.06,19.29,58.02,38.16,-15.19,29.77,GRID_EXPORT
2026-06-01 12:20:00,84.96,26.82,60.0,37.68,-24.1,30.52,GRID_EXPORT
2026-06-01 12:25:00,80.4,13.34,61.98,38.24,-5.51,30.39,GRID_EXPORT
2026-06-01 12:30:00,79.48,20.21,63.96,38.29,-11.4,30.18,GRID_EXPORT
2026-06-01 12:35:00,80.33,20.67,65.94,38.45,-12.55,30.59,GRID_EXPORT
2026-06-01 12:40:00,83.73,17.32,67.92,38.13,-12.92,30.67,GRID_EXPORT
2026-06-01 12:45:00,78.79,13.81,69.9,38.35,-4.25,30.49,GRID_EXPORT
2026-06-01 12:50:00,76.88,22.26,71.88,38.51,-10.63,30.77,GRID_EXPORT
2026-06-01 12:55:00,77.83,15.17,73.86,38.53,-4.48,31.08,GRID_EXPORT
2026-06-01 13:00:00,77.12,19.96,75.48,56.09,0.0,31.3,BATTERY_CHARGING
2026-06-01 13:05:00,84.07,17.05,77.28,55.57,0.0,31.25,BATTERY_CHARGING
2026-06-01 13:10:00,74.65,11.8,78.54,54.81,0.0,31.35,BATTERY_CHARGING
2026-06-01 13:15:00,81.29,11.1,80.0,55.32,0.0,31.51,BATTERY_CHARGING
2026-06-01 13:20:00,73.87,13.34,81.29,54.68,0.0,30.96,BATTERY_CHARGING
2026-06-01 13:25:00,76.13,18.44,82.86,55.0,0.0,31.29,BATTERY_CHARGING
2026-06-01 13:30:00,80.06,14.85,84.44,54.99,0.0,31.32,BATTERY_CHARGING
2026-06-01 13:35:00,71.39,19.25,85.82,55.65,0.0,31.41,BATTERY_CHARGING
2026-06-01 13:40:00,75.58,11.03,87.05,55.59,0.0,31.4,BATTERY_CHARGING
2026-06-01 13:45:00,73.63,9.22,88.19,54.1,0.0,31.69,BATTERY_CHARGING
2026-06-01 13:50:00,70.92,10.65,89.23,55.14,0.0,31.28,BATTERY_CHARGING
2026-06-01 13:55:00,76.32,17.73,90.82,53.86,0.0,32.0,BATTERY_CHARGING
2026-06-01 14:00:00,75.88,8.44,92.02,54.14,0.0,31.86,BATTERY_CHARGING
2026-06-01 14:05:00,69.04,13.0,93.07,55.36,0.0,31.41,BATTERY_CHARGING
2026-06-01 14:10:00,69.34,17.7,94.3,55.98,0.0,31.5,BATTERY_CHARGING
2026-06-01 14:15:00,64.97,8.08,95.0,55.1,-0.39,31.81,GRID_EXPORT
2026-06-01 14:20:00,71.12,8.0,95.0,54.07,-25.05,32.21,GRID_EXPORT
2026-06-01 14:25:00,68.04,17.14,95.0,54.83,-30.35,31.95,GRID_EXPORT
2026-06-01 14:30:00,63.07,12.69,95.0,54.93,-20.83,32.09,GRID_EXPORT
2026-06-01 14:35:00,65.64,10.4,95.0,54.35,-21.69,31.74,GRID_EXPORT
2026-06-01 14:40:00,65.48,15.05,95.0,54.72,-25.81,31.87,GRID_EXPORT
2026-06-01 14:45:00,59.88,10.76,95.0,54.63,-16.02,32.17,GRID_EXPORT
2026-06-01 14:50:00,60.13,12.39,95.0,56.07,-16.44,31.88,GRID_EXPORT
2026-06-01 14:55:00,59.32,7.3,95.0,54.22,-12.4,31.88,GRID_EXPORT
2026-06-01 15:00:00,56.95,10.01,95.0,56.41,-10.55,31.89,GRID_EXPORT
2026-06-01 15:05:00,56.58,5.59,95.0,55.01,-7.16,32.09,GRID_EXPORT
2026-06-01 15:10:00,56.54,7.51,95.0,55.63,-8.42,32.15,GRID_EXPORT
2026-06-01 15:15:00,53.93,5.22,95.0,54.34,-4.81,31.7,GRID_EXPORT
2026-06-01 15:20:00,51.82,10.66,95.0,53.5,-8.98,31.87,GRID_EXPORT
2026-06-01 15:25:00,50.81,6.32,95.0,54.76,-2.36,32.05,GRID_EXPORT
2026-06-01 15:30:00,52.33,7.19,95.0,55.37,-4.15,32.14,GRID_EXPORT
2026-06-01 15:35:00,49.06,8.22,95.0,54.06,-3.22,31.54,GRID_EXPORT
2026-06-01 15:40:00,48.66,4.16,94.93,54.44,0.0,31.68,NORMAL_OPERATION
2026-06-01 15:45:00,43.7,9.39,94.86,54.65,0.0,31.85,NORMAL_OPERATION
2026-06-01 15:50:00,42.55,7.26,94.63,54.99,0.0,32.15,NORMAL_OPERATION
2026-06-01 15:55:00,43.97,8.76,94.5,55.87,0.0,31.39,NORMAL_OPERATION
2026-06-01 16:00:00,42.58,6.86,94.28,54.47,0.0,32.0,NORMAL_OPERATION
2026-06-01 16:05:00,40.98,6.09,93.91,55.49,0.0,31.55,NORMAL_OPERATION
2026-06-01 16:10:00,36.48,8.04,93.49,54.07,0.0,31.81,NORMAL_OPERATION
2026-06-01 16:15:00,36.18,3.82,92.81,55.5,0.0,31.78,NORMAL_OPERATION
2026-06-01 16:20:00,33.38,5.78,92.08,55.79,0.0,31.48,NORMAL_OPERATION
2026-06-01 16:25:00,34.89,4.85,91.45,54.02,0.0,31.18,NORMAL_OPERATION
2026-06-01 16:30:00,32.23,2.85,90.58,55.05,0.0,31.24,NORMAL_OPERATION
2026-06-01 16:35:00,30.05,4.59,89.64,55.99,0.0,31.41,NORMAL_OPERATION
2026-06-01 16:40:00,27.79,3.71,88.67,53.59,0.0,31.5,NORMAL_OPERATION
2026-06-01 16:45:00,27.11,5.67,87.74,54.09,0.0,31.49,NORMAL_OPERATION
2026-06-01 16:50:00,24.75,2.73,86.55,54.43,0.0,31.05,NORMAL_OPERATION
2026-06-01 16:55:00,21.98,4.87,85.34,54.47,0.0,31.09,NORMAL_OPERATION
2026-06-01 17:00:00,21.44,6.26,85.03,34.78,0.0,31.11,NORMAL_OPERATION
2026-06-01 17:05:00,20.3,6.46,84.68,34.88,0.0,30.55,NORMAL_OPERATION
2026-06-01 17:10:00,18.64,3.07,84.07,35.6,0.0,31.1,NORMAL_OPERATION
2026-06-01 17:15:00,15.76,4.37,83.41,35.19,0.0,30.91,NORMAL_OPERATION
2026-06-01 17:20:00,14.39,2.11,82.56,35.71,0.0,30.44,NORMAL_OPERATION
2026-06-01 17:25:00,13.54,1.7,81.72,34.52,0.0,30.23,NORMAL_OPERATION
2026-06-01 17:30:00,10.19,1.51,80.69,35.2,0.0,30.61,NORMAL_OPERATION
2026-06-01 17:35:00,9.69,4.47,79.76,35.29,0.0,30.14,NORMAL_OPERATION
2026-06-01 17:40:00,7.07,3.55,78.7,34.78,0.0,30.08,NORMAL_OPERATION
2026-06-01 17:45:00,5.29,2.81,77.5,35.48,0.0,30.21,NORMAL_OPERATION
2026-06-01 17:50:00,4.17,4.59,76.36,34.81,0.0,30.17,NORMAL_OPERATION
2026-06-01 17:55:00,2.13,4.53,75.1,35.27,0.0,29.68,NORMAL_OPERATION
2026-06-01 18:00:00,0.05,3.91,73.76,34.57,0.0,29.46,NORMAL_OPERATION
2026-06-01 18:05:00,0.0,3.26,72.37,34.88,0.0,29.81,NORMAL_OPERATION
2026-06-01 18:10:00,0.0,3.98,71.03,34.53,0.0,29.12,NORMAL_OPERATION
2026-06-01 18:15:00,0.0,0.94,69.55,34.84,0.0,29.15,NORMAL_OPERATION
2026-06-01 18:20:00,0.0,0.85,68.01,35.89,0.0,29.54,NORMAL_OPERATION
2026-06-01 18:25:00,0.0,1.0,66.53,34.86,0.0,29.13,NORMAL_OPERATION
2026-06-01 18:30:00,0.0,2.48,65.12,34.62,0.0,29.03,NORMAL_OPERATION
2026-06-01 18:35:00,0.0,2.87,63.7,35.21,0.0,28.39,NORMAL_OPERATION
2026-06-01 18:40:00,0.0,1.14,62.24,34.41,0.0,28.61,NORMAL_OPERATION
2026-06-01 18:45:00,0.0,1.48,60.79,34.62,0.0,28.38,NORMAL_OPERATION
2026-06-01 18:50:00,0.0,1.56,59.35,34.37,0.0,28.38,NORMAL_OPERATION
2026-06-01 18:55:00,0.0,0.9,57.85,34.97,0.0,28.09,NORMAL_OPERATION
2026-06-01 19:00:00,0.0,0.58,56.34,35.05,0.0,27.67,NORMAL_OPERATION
2026-06-01 19:05:00,0.0,1.1,54.85,35.03,0.0,28.24,NORMAL_OPERATION
2026-06-01 19:10:00,0.0,0.46,53.32,35.37,0.0,28.08,NORMAL_OPERATION
2026-06-01 19:15:00,0.0,1.96,51.86,35.28,0.0,27.72,NORMAL_OPERATION
2026-06-01 19:20:00,0.0,2.02,50.43,34.65,0.0,27.02,NORMAL_OPERATION
2026-06-01 19:25:00,0.0,1.44,48.95,35.24,0.0,27.19,NORMAL_OPERATION
2026-06-01 19:30:00,0.0,0.72,47.48,34.09,0.0,27.28,NORMAL_OPERATION
2026-06-01 19:35:00,0.0,1.08,45.96,35.81,0.0,26.53,NORMAL_OPERATION
2026-06-01 19:40:00,0.0,0.51,44.45,34.94,0.0,26.54,NORMAL_OPERATION
2026-06-01 19:45:00,0.0,0.41,42.93,35.02,0.0,26.86,NORMAL_OPERATION
2026-06-01 19:50:00,0.0,0.74,41.39,35.76,0.0,26.6,NORMAL_OPERATION
2026-06-01 19:55:00,0.0,0.94,39.87,35.62,0.0,26.24,NORMAL_OPERATION
2026-06-01 20:00:00,0.0,1.59,38.41,34.97,0.0,25.73,NORMAL_OPERATION
2026-06-01 20:05:00,0.0,0.55,36.89,35.12,0.0,25.57,NORMAL_OPERATION
2026-06-01 20:10:00,0.0,0.26,35.35,35.5,0.0,25.88,NORMAL_OPERATION
2026-06-01 20:15:00,0.0,1.9,33.88,35.46,0.0,25.96,NORMAL_OPERATION
2026-06-01 20:20:00,0.0,1.37,32.38,35.56,0.0,25.5,NORMAL_OPERATION
2026-06-01 20:25:00,0.0,1.29,30.94,34.0,0.0,24.93,NORMAL_OPERATION
2026-06-01 20:30:00,0.0,0.55,29.42,35.17,0.0,25.27,NORMAL_OPERATION
2026-06-01 20:35:00,0.0,0.52,27.89,35.47,0.0,25.01,NORMAL_OPERATION
2026-06-01 20:40:00,0.0,0.94,26.42,34.37,0.0,24.72,NORMAL_OPERATION
2026-06-01 20:45:00,0.0,0.51,24.91,34.96,0.0,24.71,NORMAL_OPERATION
2026-06-01 20:50:00,0.0,1.69,23.46,34.91,0.0,24.16,NORMAL_OPERATION
2026-06-01 20:55:00,0.0,1.3,21.97,35.16,0.0,24.17,NORMAL_OPERATION
2026-06-01 21:00:00,0.0,0.92,20.46,35.44,0.0,23.96,NORMAL_OPERATION
2026-06-01 21:05:00,0.0,0.67,20.0,35.84,24.75,23.7,GRID_FALLBACK
2026-06-01 21:10:00,0.0,0.81,20.0,35.48,34.67,23.82,GRID_FALLBACK
2026-06-01 21:15:00,0.0,0.22,20.0,35.18,34.96,23.17,GRID_FALLBACK
2026-06-01 21:20:00,0.0,1.1,20.0,35.15,34.05,23.35,GRID_FALLBACK
2026-06-01 21:25:00,0.0,1.55,20.0,35.37,33.82,22.8,GRID_FALLBACK
2026-06-01 21:30:00,0.0,0.16,20.0,35.84,35.68,23.17,GRID_FALLBACK
2026-06-01 21:35:00,0.0,0.38,20.0,35.77,35.39,22.74,GRID_FALLBACK
2026-06-01 21:40:00,0.0,1.44,20.0,35.14,33.7,22.72,GRID_FALLBACK
2026-06-01 21:45:00,0.0,0.21,20.0,34.36,34.15,22.08,GRID_FALLBACK
2026-06-01 21:50:00,0.0,1.36,20.0,35.84,34.48,22.44,GRID_FALLBACK
2026-06-01 21:55:00,0.0,0.62,20.0,34.28,33.66,21.9,GRID_FALLBACK
2026-06-01 22:00:00,0.0,0.22,20.0,35.5,35.28,21.96,GRID_FALLBACK
2026-06-01 22:05:00,0.0,0.7,20.0,35.59,34.89,21.89,GRID_FALLBACK
2026-06-01 22:10:00,0.0,0.14,20.0,35.27,35.13,21.85,GRID_FALLBACK
2026-06-01 22:15:00,0.0,0.45,20.0,35.22,34.77,21.55,GRID_FALLBACK
2026-06-01 22:20:00,0.0,1.41,20.0,35.16,33.75,21.37,GRID_FALLBACK
2026-06-01 22:25:00,0.0,0.16,20.0,34.26,34.1,21.25,GRID_FALLBACK
2026-06-01 22:30:00,0.0,0.72,20.0,34.83,34.11,20.93,GRID_FALLBACK
2026-06-01 22:35:00,0.0,1.49,20.0,34.33,32.84,20.97,GRID_FALLBACK
2026-06-01 22:40:00,0.0,0.54,20.0,34.48,33.94,20.67,GRID_FALLBACK
2026-06-01 22:45:00,0.0,0.44,20.0,35.03,34.59,20.14,GRID_FALLBACK
2026-06-01 22:50:00,0.0,0.39,20.0,35.01,34.62,20.6,GRID_FALLBACK
2026-06-01 22:55:00,0.0,0.63,20.0,34.88,34.25,20.36,GRID_FALLBACK
2026-06-01 23:00:00,0.0,0.63,20.0,35.58,34.95,19.62,GRID_FALLBACK
2026-06-01 23:05:00,0.0,0.63,20.0,35.7,35.07,19.73,GRID_FALLBACK
2026-06-01 23:10:00,0.0,1.31,20.0,35.12,33.81,19.68,GRID_FALLBACK
2026-06-01 23:15:00,0.0,0.48,20.0,34.88,34.4,19.74,GRID_FALLBACK
2026-06-01 23:20:00,0.0,0.22,20.0,35.17,34.95,19.17,GRID_FALLBACK
2026-06-01 23:25:00,0.0,1.02,20.0,34.68,33.66,19.09,GRID_FALLBACK
2026-06-01 23:30:00,0.0,0.5,20.0,35.86,35.36,19.05,GRID_FALLBACK
2026-06-01 23:35:00,0.0,0.74,20.0,34.05,33.31,18.75,GRID_FALLBACK
2026-06-01 23:40:00,0.0,0.7,20.0,35.18,34.48,18.72,GRID_FALLBACK
2026-06-01 23:45:00,0.0,0.35,20.0,35.93,35.58,18.59,GRID_FALLBACK
